Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
3630000,1.2586269,5.1130004,999.0,49.83260661363602,49.83260661363602,1.0
3640000,1.2583638,5.1133347,999.0,51.87200495004654,51.87200495004654,1.0
3650000,1.2582414,5.1024203,999.0,51.50684905714459,51.50684905714459,1.0
3660000,1.258162,5.1782346,999.0,57.05968129634857,57.05968129634857,1.0
3670000,1.2581042,5.0627594,999.0,51.010879727080464,51.010879727080464,1.0
3680000,1.2577578,5.1222434,999.0,49.860568177700046,49.860568177700046,1.0
3690000,1.2573726,5.1138635,999.0,52.96453070640564,52.96453070640564,1.0
3700000,1.2570151,5.023294,999.0,48.637823432683945,48.637823432683945,1.0
3710000,1.2564449,5.069101,999.0,45.40143570303917,45.40143570303917,1.0
3720000,1.256188,5.109435,999.0,49.70382842322191,49.70382842322191,1.0
3730000,1.2554882,5.1179414,999.0,46.711450000603996,46.711450000603996,1.0
3740000,1.2554177,5.089138,999.0,48.38051701337099,48.38051701337099,1.0
3750000,1.2551091,5.0048804,999.0,47.57207828015089,47.57207828015089,1.0
3760000,1.2550774,5.091511,999.0,52.34248027801514,52.34248027801514,1.0
3770000,1.2546064,5.0972543,999.0,51.266498486200966,51.266498486200966,1.0
3780000,1.2546064,5.14758,999.0,50.53656619042158,50.53656619042158,1.0
3790000,1.2540302,5.0765195,999.0,55.32027381658554,55.32027381658554,1.0
3800000,1.2540168,5.0871696,999.0,51.297029221554595,51.297029221554595,1.0
3810000,1.2537059,5.0472913,999.0,47.88131246633,47.88131246633,1.0
3820000,1.2536633,5.0940714,999.0,55.346103221178055,55.346103221178055,1.0
3830000,1.2531509,5.0747137,999.0,49.722839549183846,49.722839549183846,1.0
3840000,1.2530043,5.164913,999.0,54.947993628184,54.947993628184,1.0
3850000,1.2525979,5.0787687,999.0,52.145476238595116,52.145476238595116,1.0
3860000,1.2524006,5.0584965,999.0,41.35546948760748,41.35546948760748,1.0
3870000,1.2522012,5.0908456,999.0,49.6590438708663,49.6590438708663,1.0
3880000,1.2520607,5.0758004,999.0,50.4221794684728,50.4221794684728,1.0
3890000,1.2518445,5.1303663,999.0,52.27519847287072,52.27519847287072,1.0
3900000,1.2515985,5.0849857,999.0,49.59722073748708,49.59722073748708,1.0
3910000,1.2514501,5.1223283,999.0,53.4300933778286,53.4300933778286,1.0
3920000,1.2512125,5.0473166,999.0,49.76305413246155,49.76305413246155,1.0
3930000,1.2510686,5.1147704,999.0,51.58688719529245,51.58688719529245,1.0
3940000,1.2506676,5.093634,999.0,48.75365427043289,48.75365427043289,1.0
3950000,1.2506161,5.160918,999.0,52.126029051840305,52.126029051840305,1.0
3960000,1.2503892,5.19529,999.0,51.81911724408467,51.81911724408467,1.0
3970000,1.250372,5.056896,999.0,45.58608709441291,45.58608709441291,1.0
3980000,1.2501851,5.2654505,999.0,59.893620401620865,59.893620401620865,1.0
3990000,1.2501851,5.0735154,999.0,49.10612693428993,49.10612693428993,1.0
4000000,1.2498728,5.116447,999.0,50.873383464415866,50.873383464415866,1.0
4010000,1.2498647,5.151541,999.0,50.091200802061294,50.091200802061294,1.0
4020000,1.2495931,5.2139564,999.0,55.49150815606117,55.49150815606117,1.0
4030000,1.2495536,5.21497,999.0,51.53021797537804,51.53021797537804,1.0
4040000,1.2492963,5.173152,999.0,51.863504870732626,51.863504870732626,1.0
4050000,1.2492274,5.212709,999.0,51.74798889954885,51.74798889954885,1.0
4060000,1.2490567,5.224636,999.0,57.75753217935562,57.75753217935562,1.0
4070000,1.2489731,5.189128,999.0,48.268985744565725,48.268985744565725,1.0
4080000,1.2488828,5.0717907,999.0,47.8407167494297,47.8407167494297,1.0
4090000,1.2488167,5.0789104,999.0,44.95732586251365,44.95732586251365,1.0
4100000,1.2488133,5.117137,999.0,47.464960649609566,47.464960649609566,1.0
4110000,1.24881,5.1021028,999.0,54.14738801121712,54.14738801121712,1.0
4120000,1.2487817,5.1642485,999.0,52.69418217639129,52.69418217639129,1.0
4130000,1.2487334,5.2043343,999.0,52.71689624256558,52.71689624256558,1.0
4140000,1.2486523,5.2062817,999.0,52.15995253622532,52.15995253622532,1.0
4150000,1.2484456,5.240956,999.0,53.877835124731064,53.877835124731064,1.0
4160000,1.2484438,5.2135077,999.0,54.73561658859253,54.73561658859253,1.0
4170000,1.2484415,5.153057,999.0,46.44791838857863,46.44791838857863,1.0
4180000,1.248414,5.230577,999.0,50.15247939527035,50.15247939527035,1.0
4190000,1.2480766,5.2689996,999.0,56.78341460227966,56.78341460227966,1.0
4200000,1.2480767,5.3214107,999.0,56.60044690767924,56.60044690767924,1.0
4210000,1.2477944,5.302395,999.0,58.55741050508287,58.55741050508287,1.0
4220000,1.2477874,5.239912,999.0,49.05702757835388,49.05702757835388,1.0
4230000,1.2474799,5.3069353,999.0,54.456454396247864,54.456454396247864,1.0
4240000,1.2474365,5.298357,999.0,55.37351133028666,55.37351133028666,1.0
4250000,1.2472172,5.327655,999.0,53.736494594150116,53.736494594150116,1.0
4260000,1.2471535,5.352189,999.0,56.545991748571396,56.545991748571396,1.0
4270000,1.2472063,5.3526416,999.0,54.712897926568985,54.712897926568985,1.0
4280000,1.2472327,5.3494787,999.0,53.631890312830606,53.631890312830606,1.0
4290000,1.2471752,5.311187,999.0,50.649606611993576,50.649606611993576,1.0
4300000,1.2471302,5.347857,999.0,51.61769336462021,51.61769336462021,1.0
4310000,1.247035,5.3021317,999.0,54.016585886478424,54.016585886478424,1.0
4320000,1.246935,5.268552,999.0,47.72108160654704,47.72108160654704,1.0
4330000,1.246828,5.3829083,999.0,56.41614129808214,56.41614129808214,1.0
4340000,1.2466409,5.3408175,999.0,51.206982523202896,51.206982523202896,1.0
4350000,1.2466042,5.26118,999.0,53.92382621765137,53.92382621765137,1.0
4360000,1.246512,5.329403,999.0,50.646808036168416,50.646808036168416,1.0
4370000,1.2465105,5.2907534,999.0,53.42775373988681,53.42775373988681,1.0
4380000,1.2465016,5.236674,999.0,48.02209995687008,48.02209995687008,1.0
4390000,1.246496,5.263266,999.0,56.48219783604145,56.48219783604145,1.0
4400000,1.2464256,5.31547,999.0,53.90600240131219,53.90600240131219,1.0
4410000,1.2464257,5.385869,999.0,54.59100204043918,54.59100204043918,1.0
4420000,1.246336,5.378306,999.0,56.41177240014076,56.41177240014076,1.0
4430000,1.2463343,5.3580194,999.0,56.85201436281204,56.85201436281204,1.0
4440000,1.2460105,5.3467097,999.0,53.365162909030914,53.365162909030914,1.0
4450000,1.2459643,5.409103,999.0,57.920507775412666,57.920507775412666,1.0
4460000,1.245871,5.270606,999.0,50.956817626953125,50.956817626953125,1.0
4470000,1.2458446,5.306239,999.0,46.88697709143162,46.88697709143162,1.0
4480000,1.2457982,5.2411613,999.0,46.908246485392254,46.908246485392254,1.0
4490000,1.2457763,5.430025,999.0,53.91536235809326,53.91536235809326,1.0
4500000,1.2457877,5.4025736,999.0,53.680796314030886,53.680796314030886,1.0
4510000,1.2457973,5.381885,999.0,58.61494813859463,58.61494813859463,1.0
4520000,1.2457656,5.427579,999.0,55.342645215988156,55.342645215988156,1.0
4530000,1.2457297,5.376044,999.0,55.63005378511217,55.63005378511217,1.0
4540000,1.2457188,5.45813,999.0,57.65623441338539,57.65623441338539,1.0
4550000,1.245702,5.4029307,999.0,55.61807608604431,55.61807608604431,1.0
4560000,1.2457303,5.3664308,999.0,55.408043684562045,55.408043684562045,1.0
4570000,1.2458063,5.4094086,999.0,48.67144509156545,48.67144509156545,1.0
4580000,1.2458138,5.4068446,999.0,54.31713077425957,54.31713077425957,1.0
4590000,1.2458446,5.4712768,999.0,57.50957337021828,57.50957337021828,1.0
4600000,1.2458408,5.3811364,999.0,53.22559694051743,53.22559694051743,1.0
4610000,1.2457796,5.3733473,999.0,50.00600814819336,50.00600814819336,1.0
4620000,1.2457796,5.413163,999.0,54.10533694177866,54.10533694177866,1.0
4630000,1.2457267,5.3733883,999.0,51.255005836486816,51.255005836486816,1.0
4640000,1.2457258,5.410909,999.0,50.63890645901362,50.63890645901362,1.0
4650000,1.2455974,5.3732886,999.0,54.10480087333255,54.10480087333255,1.0
4660000,1.2455789,5.3938723,999.0,51.810282699763775,51.810282699763775,1.0
4670000,1.2454594,5.3577485,999.0,51.20826894044876,51.20826894044876,1.0
4680000,1.245424,5.288085,999.0,54.95660534699758,54.95660534699758,1.0
4690000,1.2453552,5.433298,999.0,56.288298792309234,56.288298792309234,1.0
4700000,1.2453221,5.3565674,999.0,57.58361276984215,57.58361276984215,1.0
4710000,1.2452077,5.334478,999.0,53.06529921293259,53.06529921293259,1.0
4720000,1.2451273,5.394879,999.0,52.875405406951906,52.875405406951906,1.0
4730000,1.2451034,5.341296,999.0,52.20425980620914,52.20425980620914,1.0
4740000,1.2450774,5.312607,999.0,51.791253704577684,51.791253704577684,1.0
4750000,1.2450649,5.3083005,999.0,50.48631176073104,50.48631176073104,1.0
4760000,1.2450448,5.319791,999.0,54.02972895304362,54.02972895304362,1.0
4770000,1.2450324,5.3211274,999.0,50.49362686607573,50.49362686607573,1.0
4780000,1.2449983,5.334836,999.0,53.721651926636696,53.721651926636696,1.0
4790000,1.2449945,5.2830396,999.0,54.99165702611208,54.99165702611208,1.0
4800000,1.2449781,5.3776393,999.0,54.81357800165812,54.81357800165812,1.0
4810000,1.2449727,5.3509398,999.0,56.29969731966654,56.29969731966654,1.0
4820000,1.2449113,5.3579445,999.0,54.7309730052948,54.7309730052948,1.0
4830000,1.2449113,5.378641,999.0,54.04165616631508,54.04165616631508,1.0
4840000,1.2448407,5.329949,999.0,54.75950816422701,54.75950816422701,1.0
4850000,1.244839,5.3317986,999.0,51.345309115118454,51.345309115118454,1.0
4860000,1.2447926,5.4301114,999.0,57.288063287734985,57.288063287734985,1.0
4870000,1.2447859,5.3956676,999.0,55.31341551244259,55.31341551244259,1.0
4880000,1.2447568,5.315163,999.0,50.71010713179906,50.71010713179906,1.0
4890000,1.2447493,5.3540916,999.0,49.62284594111972,49.62284594111972,1.0
4900000,1.2447159,5.375169,999.0,54.73423274606466,54.73423274606466,1.0
4910000,1.2446994,5.364464,999.0,54.98044641315937,54.98044641315937,1.0
4920000,1.2446876,5.440581,999.0,56.51788806120555,56.51788806120555,1.0
4930000,1.2446792,5.3638067,999.0,52.43685510092311,52.43685510092311,1.0
4940000,1.244676,5.40032,999.0,55.76156914792955,55.76156914792955,1.0
4950000,1.2446721,5.4920397,999.0,52.037573128938675,52.037573128938675,1.0
4960000,1.2446716,5.39364,999.0,56.94449393600225,56.94449393600225,1.0
4970000,1.2446707,5.3507586,999.0,46.69527124034034,46.69527124034034,1.0
4980000,1.2446709,5.4859123,999.0,59.76876962184906,59.76876962184906,1.0
4990000,1.2446711,5.37488,999.0,54.787457033991814,54.787457033991814,1.0
5000000,1.244671,5.434492,999.0,51.819614760080974,51.819614760080974,1.0
